id,team_id,slot,discord_username,discord_id,riot_id,pr,tracker
213,1781888514440,3,jackk.frost,270236208511188994,frost#2118,4,https://tracker.gg/valorant/profile/riot/frost%232118/performance?platform=pc&playlist=competitive
214,1781888514440,4,mr.physicsgod,325436292533977089,BigSlime#BS69,3,https://tracker.gg/valorant/profile/riot/BigSlime%23BS69/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
215,1781888514440,5,brenndawg,275101512324349952,Brennan#710,1,https://tracker.gg/valorant/profile/riot/Brennan%23710/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
216,1781983202972,1,jjasinki,789264240832938037,MrProduce#peach,2,https://tracker.gg/valorant/profile/riot/MrProduce%23peach/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
217,1781983202972,2,nickjunyor,307111940633788416,NickJoon#zzz,5,https://tracker.gg/valorant/profile/riot/NickJoon%23zzz/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
218,1781983202972,3,dezhockey,452726250432102411,Michigan Hockey#olive,7,https://tracker.gg/valorant/profile/riot/Michigan%20Hockey%23olive/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
219,1781983202972,4,asaiscool.,901194608132902985,archi#1277,,https://tracker.gg/valorant/profile/riot/Fanged%20Elm%23124/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
220,1781983202972,5,wanderboi.,318824795699675139,Wander#mhm,2,https://tracker.gg/valorant/profile/riot/Wander%23Mhm/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
226,1782007063768,1,nateongod,660560267746344981,sun#ongod,6,https://tracker.gg/valorant/profile/riot/sun%23ongod/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
227,1782007063768,2,sam.red,365132249835765760,moon#bum,7,https://tracker.gg/valorant/profile/riot/moon%23bum/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
228,1782007063768,3,jaydent3,157617016923095040,jay3#7432,0,https://tracker.gg/valorant/profile/riot/jay3%237432/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
229,1782007063768,4,zyxlin,791515277879017512,Lyxke#NA1,0,https://tracker.gg/valorant/profile/riot/Lyxke%23NA1/performance?platform=pc&playlist=competitive&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
230,1782007063768,5,corporatv,940372256029302854,Rip Van Winkle #Guilt,0,https://tracker.gg/valorant/profile/riot/Rip%20Van%20Winkle%23Guilt/performance?platform=pc&playlist=unrated&season=ce2783e8-44fc-dd48-3da3-33b5ba6c4a22
